part_name,part_number,price_usd,product_url,description_html,tags,category
Samsung DB96-06587D Assembly Evap,DB96-06587D,358.95,https://samsungparts.com/products/db96-06587d,<p>Samsung DB96-06587D Assembly Evap</p>,gmc;subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
Samsung DB96-18999N Assembly Evap-Unit,DB96-18999N,378.95,https://samsungparts.com/products/db96-18999n,<p>Samsung DB96-18999N Assembly Evap-Unit</p>,NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
Samsung DB96-19014C Evaperater Asseembly Total Uni,DB96-19014C,330.95,https://samsungparts.com/products/db96-19014c,<p>Samsung DB96-19014C Evaperater Asseembly Total Uni</p>,subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
"Samsung 39B080HSBEA Rcp, Comp, Cpr, R22",39B080HSBEA,281.95,https://samsungparts.com/products/39b080hsbea,"<p>Samsung 39B080HSBEA Rcp, Comp, Cpr, R22</p>",subcate:Air Conditioner;webcat:,Air Conditioner
Samsung DB31-00661B Motor Bldc Fan,DB31-00661B,399.95,https://samsungparts.com/products/db31-00661b,<p>Samsung DB31-00661B Motor Bldc Fan</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB31-00321D Motor Fan,DB31-00321D,296.95,https://samsungparts.com/products/db31-00321d,<p>Samsung DB31-00321D Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB31-00675G Motor Bldc Fan,DB31-00675G,354.95,https://samsungparts.com/products/db31-00675g,<p>Samsung DB31-00675G Motor Bldc Fan</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-10952B Main Pcb Assembly-Out,DB93-10952B,262.95,https://samsungparts.com/products/db93-10952b,<p>Samsung DB93-10952B Main Pcb Assembly-Out</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB31-00332C Motor Fan,DB31-00332C,356.95,https://samsungparts.com/products/db31-00332c,<p>Samsung DB31-00332C Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB31-00675A Motor Bldc Fan,DB31-00675A,297.95,https://samsungparts.com/products/db31-00675a,<p>Samsung DB31-00675A Motor Bldc Fan</p>,gmc;subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB96-09768A Evaperater Asseembly Unit,DB96-09768A,328.95,https://samsungparts.com/products/db96-09768a,<p>Samsung DB96-09768A Evaperater Asseembly Unit</p>,subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
Samsung DB96-17553B Assy Evap,DB96-17553B,345.95,https://samsungparts.com/products/db96-17553b,<p>Samsung DB96-17553B Assy Evap</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-05834C Main Pcb Assembly-Inverter,DB93-05834C,222.95,https://samsungparts.com/products/db93-05834c,<p>MAIN PCB ASSEMBLY-INVERTER</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB95-20137L Assembly Motor-Out,DB95-20137L,236.95,https://samsungparts.com/products/db95-20137l,<p>Samsung DB95-20137L Assembly Motor-Out</p>,subcate:Air Conditioner;types:Motor/Ice Maker Motor;webcat:Motor/Ice Maker Motor,Air Conditioner
Samsung DB93-04102D Main Pcb Assembly-In,DB93-04102D,276.95,https://samsungparts.com/products/db93-04102d,<p>MAIN PCB ASSEMBLY-IN</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB31-00675B Motor Bldc Fan,DB31-00675B,281.95,https://samsungparts.com/products/db31-00675b,<p>Samsung DB31-00675B Motor Bldc Fan</p>,subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
Samsung DB93-09456G Main Pcb Assembly-In,DB93-09456G,245.95,https://samsungparts.com/products/db93-09456g,<p>Samsung DB93-09456G Main Pcb Assembly-In</p>,gmc;havingImg;NLA;Not_allowed_to_purchase;subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB93-08245F Main Pcb Assembly,DB93-08245F,318.95,https://samsungparts.com/products/db93-08245f,<p>MAIN PCB ASSEMBLY</p>,gmc;subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB94-04236B Assembly Drain-Pump,DB94-04236B,241.95,https://samsungparts.com/products/db94-04236b,"<p>Ensure your washing machine stays in tip-top condition with this genuine replacement Samsung DB94-04236B Assembly Drain-Pump. This original piece is designed for superior durability and superior performance, perfect for a machine that won't settle for anything less. Make your home appliances work their best with the quality of Samsung Parts.</p>",subcate:Air Conditioner;types:Pump;webcat:Pump,Air Conditioner
"Samsung DB92-03335C Assembly Kit;Outdoor,Am9000H,E",DB92-03335C,240.95,https://samsungparts.com/products/db92-03335c,"<p>ASSEMBLY KIT;OUTDOOR,AM9000H,E</p>",subcate:Air Conditioner;types:Door/Remote Control Door;webcat:Door/Remote Control Door,Air Conditioner
Samsung DB96-03060G Assembly Evap,DB96-03060G,228.95,https://samsungparts.com/products/db96-03060g,<p>Samsung DB96-03060G Assembly Evap</p>,subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
Samsung DB93-09987C Main Pcb Assembly-Out,DB93-09987C,233.95,https://samsungparts.com/products/db93-09987c,<p>Samsung DB93-09987C Main Pcb Assembly-Out</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB92-03335B Assembly Kit,DB92-03335B,280.95,https://samsungparts.com/products/db92-03335b,<p>ASSEMBLY KIT</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-12326E Main Pcb Assembly,DB93-12326E,278.95,https://samsungparts.com/products/db93-12326e,<p>Samsung DB93-12326E Main Pcb Assembly</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB93-03454A Main Pcb Assembly-Inverter,DB93-03454A,245.95,https://samsungparts.com/products/db93-03454a,<p>MAIN PCB ASSEMBLY-INVERTER</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB92-03321E Main Pcb Assembly,DB92-03321E,233.95,https://samsungparts.com/products/db92-03321e,<p>MAIN PCB ASSEMBLY</p>,gmc;havingImg;subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB31-00671A Motor Bldc Fan,DB31-00671A,313.95,https://samsungparts.com/products/db31-00671a,<p>Samsung DB31-00671A Motor Bldc Fan</p>,gmc;havingImg;subcate:Air Conditioner;types:FAN;webcat:FAN,Air Conditioner
"Samsung 48A135IV1EG Rcp, 48, 208-230, R22",48A135IV1EG,300.95,https://samsungparts.com/products/48a135iv1eg,"<p>Samsung 48A135IV1EG Rcp, 48, 208-230, R22</p>",Not_allowed_to_purchase;subcate:Air Conditioner;webcat:,Air Conditioner
Samsung DB90-06115C Assembly Case-Pcb,DB90-06115C,261.95,https://samsungparts.com/products/db90-06115c,<p>Samsung DB90-06115C Assembly Case-Pcb</p>,subcate:Air Conditioner;webcat:Case,Air Conditioner
Samsung DB31-00364C Motor Fan,DB31-00364C,254.95,https://samsungparts.com/products/db31-00364c,<p>Samsung DB31-00364C Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
"Samsung DB92-04837E Assembly Module;Inverter,Qmd R",DB92-04837E,279.95,https://samsungparts.com/products/db92-04837e,"<p>ASSEMBLY MODULE;INVERTER,QMD R</p>",subcate:Air Conditioner;types:Module;webcat:Module,Air Conditioner
Samsung DB62-02085A Valve Expan-Elec,DB62-02085A,173.95,https://samsungparts.com/products/db62-02085a,<p>Samsung DB62-02085A Valve Expan-Elec</p>,subcate:Air Conditioner;types:VALVE;webcat:VALVE,Air Conditioner
Samsung DB92-02932A Main Pcb Assembly,DB92-02932A,244.95,https://samsungparts.com/products/db92-02932a,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB93-11266B Assembly Display-We10,DB93-11266B,197.95,https://samsungparts.com/products/db93-11266b,<p>Samsung DB93-11266B Assembly Display-We10</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-16995A Assembly Display;Awr-Wg00N,DB93-16995A,178.95,https://samsungparts.com/products/db93-16995a,<p>Samsung DB93-16995A Assembly Display;Awr-Wg00N</p>,subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB93-05132A Assembly Control In,DB93-05132A,176.95,https://samsungparts.com/products/db93-05132a,<p>ASSEMBLY CONTROL IN</p>,subcate:Air Conditioner;types:CONTROL;webcat:CONTROL,Air Conditioner
Samsung DB93-05877J Main Pcb Assembly-In,DB93-05877J,172.95,https://samsungparts.com/products/db93-05877j,<p>MAIN PCB ASSEMBLY-IN</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB31-00589A Motor Fan,DB31-00589A,221.95,https://samsungparts.com/products/db31-00589a,<p>Samsung DB31-00589A Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB93-08392A Pcb Assembly Sub-Emi,DB93-08392A,195.95,https://samsungparts.com/products/db93-08392a,<p>PCB ASSEMBLY SUB-EMI</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB94-07195F Assembly Filter Dust,DB94-07195F,248.95,https://samsungparts.com/products/db94-07195f,<p>Samsung DB94-07195F Assembly Filter Dust</p>,gmc;subcate:Air Conditioner;types:Parts & Accessories;webcat:Parts & Accessories,Air Conditioner
Samsung DB31-10083A Motor-Fan Out,DB31-10083A,232.95,https://samsungparts.com/products/db31-10083a,<p>Samsung DB31-10083A Motor-Fan Out</p>,gmc;subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB92-02783A Main Pcb Assembly,DB92-02783A,222.95,https://samsungparts.com/products/db92-02783a,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB90-05906E Assembly Cabi Front Rh,DB90-05906E,197.95,https://samsungparts.com/products/db90-05906e,<p>Samsung DB90-05906E Assembly Cabi Front Rh</p>,subcate:Air Conditioner;webcat:Cabinet,Air Conditioner
Samsung DB94-02961A Assembly Tray Drain,DB94-02961A,163.95,https://samsungparts.com/products/db94-02961a,<p>Samsung DB94-02961A Assembly Tray Drain</p>,subcate:Air Conditioner;types:TRAY;webcat:TRAY,Air Conditioner
Samsung DB93-12258A Assembly Control Out-Sub,DB93-12258A,184.95,https://samsungparts.com/products/db93-12258a,<p>Samsung DB93-12258A Assembly Control Out-Sub</p>,subcate:Air Conditioner;types:CONTROL;webcat:CONTROL,Air Conditioner
Samsung DB93-02514B Main Pcb Assembly-In,DB93-02514B,159.95,https://samsungparts.com/products/db93-02514b,<p>MAIN PCB ASSEMBLY-IN</p>,subcate:Air Conditioner;types:MAIN PCB;webcat:MAIN PCB,Air Conditioner
Samsung DB92-03105L Main Board In,DB92-03105L,197.95,https://samsungparts.com/products/db92-03105l,<p>Main Board In</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB31-00056D Motor Fan,DB31-00056D,162.95,https://samsungparts.com/products/db31-00056d,<p>Samsung DB31-00056D Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB92-02787B Main Pcb Assembly,DB92-02787B,249.95,https://samsungparts.com/products/db92-02787b,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB96-18995B Assembly Evap Main,DB96-18995B,154.95,https://samsungparts.com/products/db96-18995b,<p>Samsung DB96-18995B Assembly Evap Main</p>,subcate:Air Conditioner;types:Evaporator;webcat:Evaporator,Air Conditioner
Samsung DB92-03931A Main Pcb Assembly,DB92-03931A,229.95,https://samsungparts.com/products/db92-03931a,<p>MAIN PCB ASSEMBLY</p>,subcate:Air Conditioner;types:PCB;webcat:PCB,Air Conditioner
Samsung DB31-00001A Motor-Fan Out,DB31-00001A,154.95,https://samsungparts.com/products/db31-00001a,<p>Samsung DB31-00001A Motor-Fan Out</p>,Not_allowed_to_purchase;subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB62-09632A Valve Solenoid,DB62-09632A,221.95,https://samsungparts.com/products/db62-09632a,<p>Samsung DB62-09632A Valve Solenoid</p>,subcate:Air Conditioner;types:VALVE;webcat:VALVE,Air Conditioner
Samsung DB31-00446B Motor Fan,DB31-00446B,187.95,https://samsungparts.com/products/db31-00446b,<p>Samsung DB31-00446B Motor Fan</p>,subcate:Air Conditioner;types:MOTOR FAN;webcat:MOTOR FAN,Air Conditioner
Samsung DB31-00649G Pump Drain,DB31-00649G,165.95,https://samsungparts.com/products/db31-00649g,<p>Samsung DB31-00649G Pump Drain</p>,subcate:Air Conditioner;types:Pump;webcat:Pump,Air Conditioner
Samsung DB94-02668B Assembly Drain-Pump,DB94-02668B,141.95,https://samsungparts.com/products/db94-02668b,<p>Samsung DB94-02668B Assembly Drain-Pump</p>,subcate:Air Conditioner;types:Pump;webcat:Pump,Air Conditioner
Samsung 3601-001339 Fuse-Cartridge,3601-001339,6.95,https://samsungparts.com/products/3601-001339,<p>Samsung 3601-001339 Fuse</p>,categ:Heating & Cooling;gmc;havingImg;subcate:Air Conditioner;webcat:Cartridge,Air Conditioner
